,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,id
0,0.3,0.1,0.2,0.2,0.0,0.2,0.0,0.0,"id    1206340815343247363
Name: 0, dtype: object"
1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1206324619487129601
Name: 1, dtype: object"
2,0.3,0.1,0.2,0.2,0.0,0.2,0.0,0.0,"id    1206307777775390720
Name: 2, dtype: object"
3,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,"id    1206304448353644545
Name: 3, dtype: object"
4,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,"id    1206225169263542272
Name: 4, dtype: object"
5,0.25,0.125,0.0,0.125,0.125,0.25,0.0,0.125,"id    1206143833949368320
Name: 5, dtype: object"
6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,"id    1206113828674658304
Name: 6, dtype: object"
7,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,"id    1206080529692446721
Name: 7, dtype: object"
8,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,"id    1205960110259998720
Name: 8, dtype: object"
9,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205944356345122816
Name: 9, dtype: object"
10,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,"id    1205871584180875266
Name: 10, dtype: object"
11,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205836095314944000
Name: 11, dtype: object"
12,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205835976494518272
Name: 12, dtype: object"
13,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"id    1205816002862297090
Name: 13, dtype: object"
14,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.0,"id    1205801150437560321
Name: 14, dtype: object"
15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"id    1205703180186611714
Name: 15, dtype: object"
16,0.2,0.1,0.0,0.3,0.1,0.2,0.0,0.1,"id    1205689392922275840
Name: 16, dtype: object"
17,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,"id    1205675369170382854
Name: 17, dtype: object"
18,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,"id    1205665645620322304
Name: 18, dtype: object"
19,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,"id    1205654372182614016
Name: 19, dtype: object"
20,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,"id    1205650327015288832
Name: 20, dtype: object"
21,,,,,,,,,"id    1205645173130182657
Name: 21, dtype: object"
22,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.0,"id    1205617384532434944
Name: 22, dtype: object"
23,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.0,"id    1205607211705208839
Name: 23, dtype: object"
24,0.25,0.0,0.08333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205584125463277569
Name: 24, dtype: object"
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"id    1205583465703452673
Name: 25, dtype: object"
26,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205565877443317760
Name: 26, dtype: object"
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"id    1205544840932593664
Name: 27, dtype: object"
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"id    1205539957332426754
Name: 28, dtype: object"
29,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,"id    1205539279134318592
Name: 29, dtype: object"
30,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,"id    1205513515164950534
Name: 30, dtype: object"
31,0.3,0.1,0.0,0.2,0.1,0.2,0.0,0.1,"id    1205499803842568192
Name: 31, dtype: object"
32,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205490032896696327
Name: 32, dtype: object"
33,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205487929814134790
Name: 33, dtype: object"
34,,,,,,,,,"id    1205456943143411712
Name: 34, dtype: object"
35,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205374187273170944
Name: 35, dtype: object"
36,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"id    1205354833487597569
Name: 36, dtype: object"
37,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,"id    1205335485410947073
Name: 37, dtype: object"
38,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205318382431744007
Name: 38, dtype: object"
39,,,,,,,,,"id    1205303797532114944
Name: 39, dtype: object"
40,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1205278967806251008
Name: 40, dtype: object"
41,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,"id    1205274831438123008
Name: 41, dtype: object"
42,0.25,0.0,0.125,0.125,0.0,0.25,0.125,0.125,"id    1205265207871918081
Name: 42, dtype: object"
43,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,"id    1205210205841174529
Name: 43, dtype: object"
44,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,"id    1205207975465500673
Name: 44, dtype: object"
45,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,"id    1205184742586535937
Name: 45, dtype: object"
46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"id    1205145932691582977
Name: 46, dtype: object"
47,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,"id    1205118684403912704
Name: 47, dtype: object"
48,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,"id    1205039378076061696
Name: 48, dtype: object"
49,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,"id    1205012140505128960
Name: 49, dtype: object"
50,,,,,,,,,"id    1204961026921422848
Name: 50, dtype: object"
51,,,,,,,,,"id    1204942742691962880
Name: 51, dtype: object"
52,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1204929563702317057
Name: 52, dtype: object"
53,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,"id    1283506281765113866
Name: 53, dtype: object"
54,,,,,,,,,"id    1283500416651714560
Name: 54, dtype: object"
55,,,,,,,,,"id    1283500334120415232
Name: 55, dtype: object"
56,0.25,0.0,0.125,0.25,0.0,0.375,0.0,0.0,"id    1283458820367282176
Name: 56, dtype: object"
57,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1283456638255599616
Name: 57, dtype: object"
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"id    1283440826257944576
Name: 58, dtype: object"
59,0.08333333333333333,0.25,0.0,0.25,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,"id    1283408460940554240
Name: 59, dtype: object"
60,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,"id    1283393392492318721
Name: 60, dtype: object"
61,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,"id    1283391357441146880
Name: 61, dtype: object"
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"id    1283313131746254853
Name: 62, dtype: object"
63,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1283293702773858304
Name: 63, dtype: object"
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"id    1283293333142503426
Name: 64, dtype: object"
65,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,"id    1283263615689043968
Name: 65, dtype: object"
66,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,"id    1283257385365143553
Name: 66, dtype: object"
67,,,,,,,,,"id    1283225665542791168
Name: 67, dtype: object"
68,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,"id    1283225221886074880
Name: 68, dtype: object"
69,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,"id    1283217872844656642
Name: 69, dtype: object"
70,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,"id    1283199262705307654
Name: 70, dtype: object"
71,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1283122249986379777
Name: 71, dtype: object"
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"id    1283098096876924933
Name: 72, dtype: object"
73,,,,,,,,,"id    1283055346555277315
Name: 73, dtype: object"
74,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,"id    1283034858885976064
Name: 74, dtype: object"
75,,,,,,,,,"id    1282989612885897216
Name: 75, dtype: object"
76,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,"id    1282980130164486145
Name: 76, dtype: object"
77,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,"id    1282964266140741632
Name: 77, dtype: object"
78,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,"id    1282952576254779392
Name: 78, dtype: object"
79,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"id    1282880872161501184
Name: 79, dtype: object"
80,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,"id    1282846802803191808
Name: 80, dtype: object"
81,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1282807869331701761
Name: 81, dtype: object"
82,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1282760248168775680
Name: 82, dtype: object"
83,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,"id    1282735691051368448
Name: 83, dtype: object"
84,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1282734560304861185
Name: 84, dtype: object"
85,,,,,,,,,"id    1282729042517438467
Name: 85, dtype: object"
86,0.25,0.125,0.125,0.125,0.125,0.125,0.0,0.125,"id    1282720708263542787
Name: 86, dtype: object"
87,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,"id    1282679435464978432
Name: 87, dtype: object"
88,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,"id    1282679250882002947
Name: 88, dtype: object"
89,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,"id    1282659822433906690
Name: 89, dtype: object"
90,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,"id    1282652383252746240
Name: 90, dtype: object"
91,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,"id    1282546700717043712
Name: 91, dtype: object"
92,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,"id    1282500274083500034
Name: 92, dtype: object"
93,0.125,0.125,0.0,0.125,0.25,0.125,0.0,0.25,"id    1282490044175880193
Name: 93, dtype: object"
94,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,"id    1282466970508591107
Name: 94, dtype: object"
95,,,,,,,,,"id    1282449759018659840
Name: 95, dtype: object"
96,0.125,0.125,0.0625,0.25,0.0625,0.25,0.0625,0.0625,"id    1282432529190928384
Name: 96, dtype: object"
97,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,"id    1282389924239437825
Name: 97, dtype: object"
98,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,"id    1282377536157122560
Name: 98, dtype: object"
99,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,"id    1282347530722975749
Name: 99, dtype: object"
100,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,"id    1282342733881815041
Name: 100, dtype: object"
101,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1282340340817702914
Name: 101, dtype: object"
102,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,"id    1282285947325833217
Name: 102, dtype: object"
103,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,"id    1282285677837615105
Name: 103, dtype: object"
104,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,"id    1282212708318879744
Name: 104, dtype: object"
105,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,"id    1282194177225297920
Name: 105, dtype: object"
106,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111,"id    1282084451380613121
Name: 106, dtype: object"
107,0.125,0.125,0.0,0.25,0.125,0.25,0.0,0.125,"id    1282067654979850240
Name: 107, dtype: object"
108,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,"id    1282046271574937609
Name: 108, dtype: object"
