,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,id
0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1206211849684946944
Name: 0, dtype: object"
1,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,"id    1205709791491973120
Name: 1, dtype: object"
2,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,"id    1205304854568226817
Name: 2, dtype: object"
3,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,"id    1204643841011257347
Name: 3, dtype: object"
4,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.25,"id    1204361892568928257
Name: 4, dtype: object"
5,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.25,"id    1204135977054138369
Name: 5, dtype: object"
6,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,"id    1204046969930485761
Name: 6, dtype: object"
7,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1203606018627907584
Name: 7, dtype: object"
8,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1203347663321731072
Name: 8, dtype: object"
9,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,"id    1203037870094569472
Name: 9, dtype: object"
10,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,"id    1203002092480122881
Name: 10, dtype: object"
11,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,"id    1202833823622238208
Name: 11, dtype: object"
12,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,"id    1202815023581745152
Name: 12, dtype: object"
13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"id    1202807393605816320
Name: 13, dtype: object"
14,,,,,,,,,"id    1202781492503404545
Name: 14, dtype: object"
15,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,"id    1202734241131515905
Name: 15, dtype: object"
16,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,"id    1202250406224633856
Name: 16, dtype: object"
17,0.2,0.2,0.0,0.4,0.0,0.2,0.0,0.0,"id    1201552402270302209
Name: 17, dtype: object"
18,0.2,0.2,0.0,0.4,0.0,0.2,0.0,0.0,"id    1201457490719731712
Name: 18, dtype: object"
19,,,,,,,,,"id    1201369093745586178
Name: 19, dtype: object"
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"id    1282668860408242176
Name: 20, dtype: object"
21,,,,,,,,,"id    1282540996992139264
Name: 21, dtype: object"
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"id    1282539509738090499
Name: 22, dtype: object"
23,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,"id    1282535846827053056
Name: 23, dtype: object"
24,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,"id    1282241239161733122
Name: 24, dtype: object"
25,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,"id    1282213426408894464
Name: 25, dtype: object"
26,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,"id    1281998281447440384
Name: 26, dtype: object"
